#OTU ID	d16s1r1	d16s2r1	d16s2r2	d17s1r1	d17s2r1	d17s2r2	d18s1r1	d18s2r1	d18s2r2	d19s1r1	d19s2r1	d19s2r2	d20s1r1	d20s2r1	d20s2r2	d21s1r1	d21s2r1	d21s2r2	d22s1r1	d22s2r1	d22s2r2	d23s1r1	d23s2r1	d23s2r2	d24s1r1	d24s2r1	d24s2r2	d25s1r1	d25s2r1	d25s2r2	d26s1r1	d26s2r1	d26s2r2	d28s1r1	d28s2r1	d28s2r2	d29s1r1	d29s2r1	d29s2r2	d30s10r1	d30s11r1	d30s12r1	d30s13r1	d30s14r1	d30s1r1	d30s2r10	d30s2r11	d30s2r12	d30s2r1	d30s2r2	d30s2r3	d30s2r4	d30s2r5	d30s2r6	d30s2r7	d30s2r8	d30s2r9	d30s3r1	d30s4r1	d30s5r1	d30s6r1	d30s7r1	d30s8r1	d30s9r1	d31s1r1	d31s2r1	d31s2r2	d32s1r1	d32s2r1	d32s2r2	d33s1r1	d33s2r1	d33s2r2	d34as1r1	d34as2r1	d34as2r2	d34bs1r1	d34bs2r1	d34bs2r2	d35s1r1	d35s2r1	d35s2r2	d42s1r1	d42s2r1	d42s2r2	d63s1r1	d63s2r1	d63s2r2	spike1	spike2	spike3	spike4	STD	STDspike	taxonomy
189	3	0	0	1	1	1	4	1	0	0	2	3	0	1	0	1	0	1	1	1	0	0	2	1	0	0	0	5	0	0	0	1	0	0	1	2	1	0	2	2	0	0	2	1	0	0	3	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	2	0	2	1	3	1	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	3	2	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 97%; Clostridia; 97%; Clostridiales; 96%; Ruminococcaceae; 96%; Clostridium IV; 67%
190	0	0	0	0	0	0	1	3	1	1	6	4	0	2	0	2	1	0	5	2	3	0	2	1	0	0	0	2	0	0	0	0	0	2	2	0	1	0	1	0	0	0	2	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	4	2	1	2	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 98%; Clostridia; 97%; Clostridiales; 96%; Ruminococcaceae; 93%; Clostridium IV; 49%
191	0	0	0	0	0	0	2	1	0	1	1	2	1	1	0	0	3	1	1	1	1	3	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	3	0	0	0	2	4	1	0	1	0	1	0	1	3	0	1	1	3	2	1	1	1	0	0	0	1	1	1	0	1	5	2	1	3	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 95%; Clostridiales; 94%; Ruminococcaceae; 94%; Ethanoligenens; 30%
192	3	1	0	1	1	0	4	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	1	1	0	0	2	1	0	0	0	0	2	0	0	1	4	0	0	0	1	1	0	0	2	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	2	0	0	0	0	0	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Actinobacteria""; 99%; Actinobacteria; 99%; Actinobacteridae; 99%; Actinomycetales; 99%; Actinomycineae; 62%; Actinomycetaceae; 62%; Actinobaculum; 35%"
193	0	0	0	0	1	0	3	4	0	3	8	7	0	0	0	10	9	10	8	6	1	4	9	1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Oscillibacter; 98%
194	2	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	2	2	1	1	0	1	0	1	0	1	2	3	0	0	3	3	1	0	0	1	0	0	0	2	1	1	1	1	1	0	0	2	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	4	1	2	4	0	0	0	2	3	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Actinobacteria""; 100%; Actinobacteria; 100%; Actinobacteridae; 100%; Actinomycetales; 100%; Micrococcineae; 100%; Micrococcaceae; 100%; Rothia; 100%"
195	0	0	0	0	0	0	2	3	4	0	0	0	0	4	0	4	0	1	3	12	7	1	4	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	5	3	8	6	6	7	0	0	0	0	0	1	0	0	5	2	5	3	3	4	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 98%; Clostridium IV; 54%
196	0	0	0	0	2	0	0	2	0	1	1	0	0	0	1	3	3	0	0	0	1	0	1	2	0	1	0	2	0	1	0	0	0	1	2	3	3	1	0	2	3	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	3	1	0	3	0	1	1	1	2	1	1	1	1	0	0	1	2	0	0	0	0	0	0	1	0	1	0	2	0	4	1	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Anaerosporobacter; 72%
197	0	0	0	0	0	0	1	1	3	1	7	3	0	0	1	0	2	2	7	4	2	2	1	2	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Acetanaerobacterium; 34%
198	0	0	0	0	0	0	2	0	2	9	6	2	0	1	1	4	0	2	3	2	2	0	2	1	1	0	0	2	0	0	0	0	0	2	3	0	3	2	1	5	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	1	0	6	2	0	7	0	0	1	0	0	5	3	1	2	0	3	1	1	0	0	0	0	0	0	0	0	3	0	1	5	3	4	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVa; 74%
199	0	0	0	0	0	0	4	1	4	11	7	2	0	0	0	1	1	0	1	5	3	1	1	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	2	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Clostridiales_Incertae Sedis XIII; 62%; Mogibacterium; 48%
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	2	0	1	1	2	4	1	0	2	10	5	2	1	2	0	2	2	0	0	1	2	3	2	2	8	2	3	5	1	4	2	14	12	3	6	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 99%; Clostridiales; 99%; Ruminococcaceae; 94%; Clostridium IV; 90%
201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0	5	5	2	0	0	0	0	0	0	0	0	1	1	1	2	4	6	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 92%; Clostridia; 90%; Clostridiales; 90%; Ruminococcaceae; 61%; Ruminococcus; 35%
202	0	0	0	0	0	0	12	1	3	2	7	1	0	1	0	5	6	4	2	0	2	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	4	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Bacteroidetes""; 100%; ""Bacteroidia""; 100%; ""Bacteroidales""; 100%; ""Porphyromonadaceae""; 100%; Parabacteroides; 100%"
203	0	0	0	0	1	0	1	4	0	1	1	4	1	2	3	0	2	0	3	2	1	2	3	1	0	1	0	0	5	2	0	1	0	1	1	2	5	3	4	7	2	1	6	0	1	0	2	4	0	1	2	3	4	3	2	4	2	4	1	0	2	0	1	5	5	3	3	1	1	2	1	1	2	4	0	0	0	0	0	1	0	0	1	3	1	1	0	4	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Clostridium IV; 63%
204	0	0	0	0	0	0	0	0	0	3	6	10	0	2	1	0	0	5	0	3	0	2	2	1	1	2	2	2	0	0	3	0	0	0	2	3	0	0	3	3	3	2	0	0	1	1	1	0	1	0	1	0	0	0	2	0	2	0	0	1	0	2	2	1	2	3	4	6	4	6	0	2	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 95%; Anaerosporobacter; 31%
205	0	0	0	1	0	0	1	2	3	4	1	1	1	1	4	0	0	0	0	2	2	2	0	0	1	0	1	1	0	0	0	2	1	0	0	1	1	1	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	2	2	0	2	0	0	0	2	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Solobacterium; 100%
206	0	1	0	1	0	2	2	3	1	3	4	3	0	3	1	2	3	5	10	2	1	6	1	1	0	2	1	7	6	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	3	1	0	2	0	3	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 96%; Clostridia; 96%; Clostridiales; 96%; Ruminococcaceae; 95%; Clostridium IV; 53%
207	0	0	0	0	0	0	0	2	2	4	2	7	23	4	5	3	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	11	10	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Leuconostocaceae; 100%; Leuconostoc; 100%
208	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	6	4	2	0	3	2	3	4	2	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Bacteroidetes""; 100%; ""Bacteroidia""; 100%; ""Bacteroidales""; 100%; ""Rikenellaceae""; 100%; Alistipes; 100%"
209	0	0	0	1	0	0	6	1	0	0	0	1	1	1	0	0	0	0	2	0	1	0	1	0	0	0	1	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	3	2	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	3	1	1	0	0	"Root; 100%; Bacteria; 100%; ""Actinobacteria""; 100%; Actinobacteria; 100%; Actinobacteridae; 100%; Actinomycetales; 100%; Corynebacterineae; 100%; Corynebacteriaceae; 100%; Corynebacterium; 100%"
210	0	0	0	0	0	0	1	0	1	1	1	1	1	0	2	0	0	1	0	4	2	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	2	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	6	3	5	1	0	0	0	0	0	0	0	0	2	2	5	0	0	1	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 86%; Bacilli; 24%; Bacillales; 24%; Bacillales_incertae_sedis; 17%; Hydrogenibacillus; 17%
211	0	0	0	0	0	2	0	0	3	0	2	3	2	4	0	0	0	0	3	0	2	2	2	2	1	1	0	1	2	1	0	1	3	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Anaerostipes; 100%
212	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	2	1	1	7	0	5	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	1	0	0	0	1	3	0	1	0	2	1	3	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 96%; Clostridiales; 94%; Clostridiaceae 1; 33%; Oxobacter; 19%
213	39	86	111	10	1	0	0	0	3	13	40	22	30	29	23	43	48	24	1	4	3	61	26	63	13	15	16	56	23	24	7	2	1	123	0	0	28	123	133	1	0	0	1	0	2	0	2	3	3	0	2	1	2	0	0	5	3	2	3	0	3	0	0	3	1	0	0	0	0	0	24	0	0	36	3	3	16	14	14	1	2	0	0	0	0	126	150	192	0	2	0	2	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 96%; Clostridiales; 96%; Clostridiaceae 1; 93%; Clostridium sensu stricto; 84%
214	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2	1	0	1	1	0	0	0	1	1	1	1	1	0	4	1	0	1	1	1	2	0	0	0	2	1	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Streptococcaceae; 100%; Streptococcus; 100%
215	0	1	0	0	1	0	7	3	0	5	8	10	0	1	0	3	1	4	0	2	0	3	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVa; 99%
216	2	0	0	1	0	1	1	0	0	6	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	8	1	1	1	0	0	2	0	0	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	2	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Proteobacteria""; 100%; Alphaproteobacteria; 100%; Rhizobiales; 100%; Methylobacteriaceae; 100%; Methylobacterium; 100%"
217	0	2	3	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	2	3	1	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	2	0	0	0	3	0	0	0	0	1	0	0	1	1	0	0	3	3	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Streptococcaceae; 100%; Streptococcus; 100%
218	0	0	0	0	0	0	0	0	0	2	2	8	0	0	0	1	3	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 58%; Clostridiales; 58%; Lachnospiraceae; 20%; Eisenbergiella; 11%
219	0	0	0	0	1	0	0	0	0	4	2	0	0	0	1	1	1	0	5	1	1	7	0	1	0	2	0	1	1	2	0	0	0	1	1	2	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	2	1	5	2	3	0	5	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 97%; Clostridia; 97%; Clostridiales; 97%; Ruminococcaceae; 91%; Clostridium IV; 50%
220	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	2	0	1	0	0	1	0	0	2	1	6	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 88%; Clostridia; 82%; Clostridiales; 67%; Gracilibacteraceae; 17%; Gracilibacter; 11%
221	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	1	0	0	1	1	2	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	3	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Clostridium XVIII; 100%
222	0	1	1	0	0	0	2	0	1	2	2	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	1	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Actinobacteria""; 100%; Actinobacteria; 100%; Actinobacteridae; 100%; Actinomycetales; 100%; Corynebacterineae; 100%; Corynebacteriaceae; 100%; Corynebacterium; 100%"
223	1	0	0	0	1	1	0	0	1	0	1	2	0	2	0	2	3	2	1	1	0	4	5	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Clostridium XlVb; 100%
224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Proteobacteria""; 100%; Betaproteobacteria; 100%; Burkholderiales; 100%; Oxalobacteraceae; 99%; Oxalobacter; 45%"
225	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	3	3	2	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Clostridium IV; 80%
226	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	3	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	3	3	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Eubacteriaceae; 99%; Eubacterium; 99%
227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	1	6	7	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Lactobacillaceae; 100%; Lactobacillus; 100%
228	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 99%; Acetanaerobacterium; 60%
229	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	4	1	0	1	1	"Root; 100%; Bacteria; 100%; ""Proteobacteria""; 100%; Betaproteobacteria; 100%; Neisseriales; 100%; Neisseriaceae; 100%; Neisseria; 100%"
230	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	2	1	0	2	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 91%; Clostridia; 76%; Clostridiales; 74%; Gracilibacteraceae; 26%; Lutispora; 25%
231	0	0	1	0	0	0	0	3	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	2	0	2	1	0	0	1	1	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Erysipelotrichia; 99%; Erysipelotrichales; 99%; Erysipelotrichaceae; 99%; Faecalicoccus; 77%
232	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	5	3	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 94%; Clostridiales; 93%; Clostridiaceae 1; 25%; Oxobacter; 16%
233	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 90%; Clostridia; 89%; Clostridiales; 88%; Ruminococcaceae; 85%; Clostridium IV; 70%
234	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	3	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	"Root; 100%; Bacteria; 100%; ""Fusobacteria""; 100%; Fusobacteriia; 100%; ""Fusobacteriales""; 100%; ""Fusobacteriaceae""; 100%; Fusobacterium; 100%"
235	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	4	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 96%; Clostridia; 96%; Clostridiales; 95%; Ruminococcaceae; 95%; Clostridium IV; 53%
236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	Root; 100%; Bacteria; 99%; Firmicutes; 74%; Clostridia; 61%; Clostridiales; 57%; Catabacteriaceae; 21%; Catabacter; 21%
237	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	1	1	0	2	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Oscillibacter; 100%
